"SolicitationID","Solicitation","SoliciationType","Title","CloseDate","Description","Addenda","StaffContact","Status","IsLocalPresenceRequired","IsPreBidConferenceMandatory","PreBidConference","Category","Estimate"
"108479","09PB022","Public Bid","PUBLIC BID<BR>INTELLIGENT TRANSPORTATION SYSTEM-HAYDEN/JOMAX","2008-12-11 14:00:00","Contractor to furnish and install fiber optic cabling, CCTV cameras, DMS, and communication to traffic signal controllers along Hayden Road from Frank Lloyd Wright to Jomax Rd.  Also includes tying in ITS elements on Pima Road from Jomax Rd. to Pinnacle Peak Rd.  (rd)","5","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False"," ","7","$1,000,000 - $1,300,000"
"108514","09QT005","Request For Quotation","REQUEST FOR QUOTATION<BR>CLUB SAR EXERCISE EQUIPMENT","2008-12-10 14:00:00","The City of Scottsdale desires to purchase cardio exercise equipment for use at Club Sar.  (tg)","1","Teena Giannini, Buyer","Awarded","False","False"," ","9","$0"
"108489","09RP011","Request For Proposal","REQUEST FOR PROPOSAL<BR>ADULT BASKETBALL OFFICIATING SERVICES","2008-12-08 14:10:00","The City of Scottsdale desires to contract for basketball officiating services for adult basketball league and tournament games.  (cl)","0","Karie Ingles, Bid & Contract Specialist","Awarded","True","False"," ","9","$25,001"
"108490","09RP012","Request For Proposal","REQUEST FOR PROPOSAL<BR>ADULT FLAG FOOTBALL OFFICIATING SERVICES","2008-12-08 14:10:00","The City of Scottsdale desires to contract for flag football officiating services for adult flag football league and tournament games.  ","0","John Snow, Bid & Contract Specialist","Awarded","True","False"," ","9","$25,001"
"108528","09SS014","Sole Source","SOLE SOURCE<BR>SPORTS FLOOR REFINISHING AT CLUB SAR","2008-12-05 02:00:00","The City has a need to resurface approximately 6,200 square feet of specialized sports flooring at Club Sar.  This 'Pulastic' rubber sports floor was originally installed by Robbins Sports Floors of Mesa, AZ.  The proposed cost of resurfacing this floor is less than $3 per square foot and the cost to replace the existing product would be approximately $7.55 per square foot.  Robbins Sports Floors is the only authorized representative of this product within the State of Arizona.","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","","9","$18,000"
"108527","09GV012","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>VEHICLES, ALL FUEL TYPES","2008-12-03 02:00:00","Statewide term contract for the purchase and delivery of vehicles, all fuel types, including sedans, station wagons, trucks, sport utility vehicles (SUV) and vans; to be utilized by all authorized State of Arizona agencies, boards and participating political subdivisions.  Utilizing State of Arizona Contract #SCC090000-A1.","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False","","9","$500,000"
"108524","09SS013","Sole Source","SOLE SOURCE<BR>COOLING TOWER FOR MUSTANG LIBRARY","2008-11-25 02:00:00","Replacement cooling tower for Mustang Library.  Due to physical restraints of the job such as equipment area size, tower size, and piping layout required the new cooling tower to be an exact replacement.","0","Michelle Gerola, Buyer","Awarded","False","False"," ","9","$0"
"108504","09PB028","Public Bid","PUBLIC BID<BR>POOL PUMPHOUSE RENOVATION & DECKLIGHT REPLACE","2008-11-21 15:00:00","Replacement of Chaparral Pool electrical, plumbing, and pumps.  Also adding electrical service that will serve the pool, recreation building, and parks maintenance compound.   (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, November 4, 2008 at the jobsite, Chaparral Aquatic Center, 5401 N. Hayden Rd., Scottsdale, AZ  85250.  All bidders are urged to attend.","7","$250,000 - $275,000"
"108494","09PB027","Public Bid","PUBLIC BID<BR>EMERGENCY GENERATOR INSTALL","2008-11-21 14:00:00","Supply and install required generator and all electrical components specified within the plans. This will also include the installation of a concrete pad capable of supporting the new generator and a metal screen wall along side the generator. (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, November 5, 2008, at Fire Station #609, 14970 N. 78th Way, Scottsdale, AZ  85260.  All bidders are urged to attend.","9","$50,000"
"108455","09PB014","Public Bid","PUBLIC BID<BR>CORPORATION YARD EXERCISE EQUIPMENT","2008-11-20 14:00:00","Purchase of exercise equipment for the Corporation Yard facility and other City facilities. (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$25,001"
"108502","09RP014","Request For Proposal","REQUEST FOR PROPOSAL<BR>LIBRARY COLLECTION SERVICES","2008-11-19 15:00:00","The City desires to contract for collection services for deliquent library accounts.  
","0","John Snow, Bid & Contract Specialist","Awarded","False","False"," ","9","$25,000"
"108507","09PA015","Pricing Agreement","PRICING AGREEMENT<BR>DIESEL FUEL FOR GENERATORS","2008-11-19 14:00:00","Purchase of diesel fuel for stationary generators at various sites in the City of Scottsdale.  (kb)","0","Kyle Talbert, Buyer","Awarded","False","False"," ","9","$15,000"
"108509","09PB029","Public Bid","PUBLIC BID<BR>CUSTODIAL SERVICES FOR SCOTTSDALE AIRPORT","2008-11-18 14:00:00","Term contract to provide cleaning services for the Scottsdale Airport Terminal, Aviation Business Center, and Pilots lounge. (rd)","0","Margie Vasquez, Bid & Contract Specialist","Awarded","True","True","A MANDATORY Pre-Bid Conference will be held at 8:00 A.M., Local Time, November 6, 2008, at the Scottsdale Airport Administration Conference Room, located at 15000 N. Airport Dr., 2nd Floor, Scottsdale, AZ  85260. Potential Bidders must attend this conference in order to be considered responsive.","9","$20,000"
"108501","09IP004","Informal Request For Proposal","INFORMAL REQUEST FOR PROPOSAL<BR>MEDIATION TRAINING","2008-11-14 14:00:00","The City of Scottsdale is soliciting for mediation training services.  (cl) 
","0","Cathy Lonnegren, Bid & Contract Specialist","Awarded","False","False"," ","9","$14,875"
"108519","09GV010","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>AUTOMOTIVE PARTS AND SUPPLIES","2008-11-14 02:00:00","for the purchase of automotive parts and supplies for city owned and maintained equipment","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$10,000"
"108520","09GV011","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>MANHOLE REHABILITATION","2008-11-14 02:00:00","The City of Peoria Contract#PE-P08-0083 will be utilized for the work, materials and equipment required for protecting and/or rehabilitating concrete and masonry manholes.  

","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$70,000"
"108518","09GV009","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>UNINTERRUPTIBLE POWER SUPPLY","2008-11-13 02:00:00","Utilizing State of Arizona Contract # EPS070086 for Labor and Equipment for installation of battery cabinet.  Unit will be set in basement of Police Station.  Purchase of Powerware E33 Battery Cabinet.","0","Karen Lancaster, Buyer","Awarded","False","False"," ","9","$0"
"108508","09PA016","Pricing Agreement","PRICING AGREEMENT<BR>FEED AND SUPPLIES FOR POLICE MOUNTED UNIT","2008-11-12 14:00:00","To provide feed and supplies for the Scottsdale Police Mounted Unit.  (tg)","0","Teena Giannini, Buyer","Awarded","False","False"," ","9","$19,000"
"108510","09PA017","Pricing Agreement","PRICING AGREEMENT<BR>BOOM TRUCK RENTAL","2008-11-12 11:00:00","Pricing Agreement for the rental of a boom truck.  (tg)","0","Teena Giannini, Buyer","Awarded","False","False"," ","9","$25,000"
"108517","09GV008","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>MOVING SERVICES","2008-11-10 02:00:00","Utilizing Maricopa County Contract to provide Moving Services for relocation of furniture, fixtures and supplies on an as needed basis.","0","Karen Lancaster, Buyer","Awarded","False","False"," ","9","$0"
"108467","09RP006","Request For Proposal","REQUEST FOR PROPOSAL<BR>WATER TANKER TRUCK CONVERSION","2008-11-06 15:00:00","The City of Scottsdale is seeking to convert one or more Solid Waste Refuse Trucks into Water Tanker Trucks.  (bh)","0","Bob Huston, Bid & Contract Specialist","Awarded","True","False"," ","9","$65,000"
"108513","09GV007","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>FURNITURE FOR LIBRARIES AND OFFICES","2008-11-03 02:00:00","Utilizing Contract #03D-AZSC-0127 Mohave County for the installation and purchase of furniture for the Appaloosa Library new construction.","0","Karen Lancaster, Buyer","Awarded","False","False"," ","9","$0"
"108475","09IP002","Informal Request For Proposal","INFORMAL REQUEST FOR PROPOSAL<BR>SECTION 8 HCV PROGRAM HEARING OFFICER","2008-10-30 15:00:00","The City desires to contract for the services of a Hearing Officer for the Section 8 Housing Choice Voucher Program (HCV).  (bh)","0","Bob Huston, Bid & Contract Specialist","Awarded","False","False"," ","9","$25,000"
"108500","09PA014","Pricing Agreement","PRICING AGREEMENT<BR>ELKHART BRASS NOZZLE TIPS","2008-10-29 14:00:00","An extendable contract for the purchase of Elkhart brass items for the Fire Department.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$7,000"
"108487","09PA011","Pricing Agreement","PRICING AGREEMENT<BR>FIRE AND RESCUE GLOVES","2008-10-29 14:00:00","Purchase of fire and rescue gloves for the City's Fire Department.  (kb)","0","Teena Giannini, Buyer","Awarded","False","False"," ","9","$5,000"
"108482","09PB023","Public Bid","PUBLIC BID<BR>WATER DEPARTMENT SUPPLIES","2008-10-28 14:00:00","Purchase of supplies required to maintain a water supply system.  (kb)","0","Margie Vasquez, Bid & Contract Specialist","Awarded","False","False"," ","9","$200,000"
"108488","09PB026","Public Bid","PUBLIC BID<BR>OPERABLE PARTITION WALL REPLACEMENT","2008-10-23 14:00:00","Replacement of four (4) operable wall partitions and associated track systems at three (3) City of Scottsdale locations.  (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, October 8, 2008 at the Mountain View Recreation Center, 8625 E. Mountain View Rd., Scottsdale, AZ .  All bidders are urged to attend.","9","$0"
"108468","09RP007","Request For Proposal","REQUEST FOR PROPOSAL<BR>GRAPHICS PRINTING EQUIPMENT","2008-10-16 15:00:00","The City desires to contract for a 60 month lease of New Digital Equipment, Large Format Poster Printer and High Light Spot Color Press Equipment for the Graphics Department. (bh)","0","Jim Swaziek, Bid & Contract Specialist","Awarded","True","False","A Pre-Proposal Conference will be held at 10:00 A.M., Local Time, on September 30, 2008, at the City of Scottsdale Graphics and Printing Solutions Office, located at 7501 E. 2nd St., Scottsdale, AZ   85251.","9","$216,000"
"108483","09QT003","Request For Quotation","REQUEST FOR QUOTATION<BR>PROMOTIONAL FIRE HATS","2008-10-16 14:00:00","Purchase of promotional fire hats for children.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108454","09PB013","Public Bid","PUBLIC BID<BR>LEVEL IIIA BALLISTIC VESTS","2008-10-14 14:00:00","Purchase of Level IIIA ballistic vests for Police Department personnel.  ","0","Cheryl Champine, Bid & Contract Specialist","Awarded","True","False"," ","9","$50,000"
"108505","09GV006","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>SIGN LANGUAGE INTERPRETER SERVICES","2008-10-13 02:00:00","Utilize the state contract to provide/facilitate communication with employees and/or clientele who are deaf/hard of hearing.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$0"
"108462","09PB018","Public Bid","PUBLIC BID<BR>ROADWAY PAVEMENT MARKINGS","2008-10-02 15:00:00","Provide various pavement marking treatments throughout the City of Scottsdale. (rd)","0","Margie Vasquez, Bid & Contract Specialist","Awarded","True","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, September 23, 2008 at the Purchasing Department Conference Room, located on the second floor of the Scottsdale Corporation Yard Building, 9191 E. San Salvador Dr., Scottsdale, AZ  85258.  All bidders are urged to attend.","9","$325,000"
"108499","09SS012","Sole Source","SOLE SOURCE<BR>CITY PUBLIC SAFETY RADIO SYSTEM","2008-10-02 02:00:00","The City has an immediate need to expand and provide portable radio coverage for the Scottsdale Police Department in the northern area of the City.  The City currently contracts with Maricopa County to provide radio service to the Police and other City departments.  The County system cannot be expanded and new 800MHz radio frequency licenses are not available, thus precluding any coverage improvements.  As a result, City staff recommends implementing a new radio system (including radio network & subscriber equipment as well as installation services and ongoing annual costs of approximately $900,000) that will provide enhanced radio coverage to all City departments as well as increased interoperability.  This radio system will be owned and maintained by the City and will have links to Phoenix Fire dispatch and the regional public safety system.  The City’s need to implement the Regional Wireless Cooperative standard, which is Motorola, has been understood from the very beginning of the ","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False","","9","$13,000,000"
"108457","09PB016","Public Bid","PUBLIC BID<BR>RECREATIONAL COURT REPAIR AND RESURFACING","2008-09-29 14:30:00","Repair and resurfacing services to various City of Scottsdale tennis courts and multi-use pads. (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108459","09PA009","Pricing Agreement","PRICING AGREEMENT<BR>CONCRETE AND ASPHALT CUTTING","2008-09-26 14:00:00","Agreement to provide concrete and asphalt cutting services. (rs)","0","Kyle Talbert, Buyer","Awarded","False","False"," ","9","$25,000"
"108497","09GV005","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>TRAFFIC SIGNAL LED MODULES","2008-09-26 02:00:00","supply contract for traffic signal LED modules including rounds, arrows, and pedestrian symbols","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$0"
"108440","09PB007","Public Bid","PUBLIC BID<BR>AIRPORT PAVEMENT PRESERVATION","2008-09-25 15:30:00","Contractor to apply sealcoat to Scottsdale Airport's Kilo parking apron and the airport service road.
","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","A Pre-Bid Conference will be held at 8:30 A.M., Local Time, September 10, 2008 at the Scottsdale Airport, located at 15000 N. Airport Dr., Scottsdale, AZ.  All bidders are urged to attend.","9","$73,000"
"108466","09PB020","Public Bid","PUBLIC BID<BR>MISCELLANEOUS LANDSCAPE SERVICES","2008-09-25 15:00:00","Establish a list of up to five (5) qualified landscape companies which will compete for small and large landscape projects as they arise in City parks, streets and rights of way. (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","True","False"," ","9","$100,000"
"108495","09SS010","Sole Source","SOLE SOURCE<BR>NEIGHBORHOOD SIGNS","2008-09-24 02:00:00","Various signage, including sign Toppers, Monument signs and/or Median signs, are needed throughout various Scottsdale neighborhoods.  SmithCraft Signs has been used in the past and the desire is to stay with the same company to maintain continuity between neighborhoods with existing templates, color palettes, materials, fonts and general designs.","0","Michelle Gerola, Buyer","Awarded","False","False"," ","9","$15,000"
"108496","09SS011","Sole Source","SOLE SOURCE<BR>MILLENNIUM INTEGRATED LIBRARY SYSTEM","2008-09-24 02:00:00","The Library contracts with Inovative Interfaces, Inc. for its primary business system (hardware & software) called the Millennium Integrated Library System (ILS).  The system was competitively awarded in 2004 and we have ongoing needs to cover both the annual maintenance costs (currently $72,758) and additional products and/or services required to improve/expand the existing system.","0","Michelle Gerola, Buyer","Awarded","False","False"," ","9","$145,000"
"108493","09SS009","Sole Source","SOLE SOURCE<BR>SOLID PHASE EXTRACTION UNIT","2008-09-24 02:00:00","The Water Quality Lab needs to add to the existing single unit testing workstation, purchased from Caliper Life Sciences (AutoTrace SPE Workstation), so that a second unit is available to meet their need for increased sampling.  Caliper Life Sciences was the single responding vendor to previous attempts at competitive solicitations.  Staff is unaware of any other provider for automated equipment of this type and the Lab would like to stay with the same equipment for training, operating procedures and maintenance reasons.  This sole source will also cover the mainenance costs of both this unit and the previously purchased unit (approximately $10,000 per year).","0","Teena Giannini, Buyer","Awarded","False","False"," ","9","$0"
"108464","09PB019","Public Bid","PUBLIC BID<BR>PARK PATH LIGHTING REPLACEMENT","2008-09-23 14:00:00","Contractor to replace existing twenty-one (21) path lights, twelve (12) tennis course lights, and (3) parking lot lights with new pole bases, poles and light fixtures.  This project will include adding a pull box at each light pole, new below ground conduit and new wire along with replacing the existing electrical panels, disconnects and contactors. 

","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, September 9, 2008 at the Comanche Park (Parking Lot), located at 7939 N. Via de los Ninos, Scottsdale, AZ.  All bidders are urged to attend.","9","$0"
"108460","09QT002","Request For Quotation","REQUEST FOR QUOTATION<BR>CALIBRATED TESTING TANKS","2008-09-19 14:00:00","Purchase of calibrated testing tanks and benches. (rs)","0","Robert Schoepe, Buyer","Awarded","False","False"," ","9","$0"
"108437","09PB006","Public Bid","PUBLIC BID<BR>TURBO-MODULATOR MAINTENANCE AND REPAIR","2008-09-18 14:00:00","An extendable contract for maintenance and repair of chillers and turbo modulators at two City facilities.  (kb)","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False"," ","9","$26,000"
"108384","08RP042","Request For Proposal","REQUEST FOR PROPOSAL<BR>TELEVISION PLAYBACK SYSTEM FOR CITY CABLE 11","2008-09-15 14:00:00","Hardware and software system for City Cable 11 television program.  (cl)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108398","08RP044","Request For Proposal","REQUEST FOR PROPOSAL<BR>SCOTTSDALE DOWNTOWN MAP & DIRECTORY","2008-09-10 14:00:00","Term contract for the printing of the Scottsdale downtown map and directory.  (cl)","0","Jim Swaziek, Bid & Contract Specialist","Awarded","True","False","A Pre-Proposal Conference will be held at 8:30 A.M., Local Time, August 27, 2008, located at 4248 N. Craftsman Court #200, Scottsdale, AZ  85251.","9","$66,000"
"108480","09GV004","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>POLLUTANTS","2008-09-04 02:00:00","The assessment and remediation of potential pollutants located at Planet Ranch. ","0","Michelle Gerola, Buyer","Awarded","False","False"," ","9","$50,000"
"108478","09SS008","Sole Source","SOLE SOURCE<BR>ENVIROED - TRAINING 'WASTEWATER TREATMENT'","2008-09-03 02:00:00","The City's Wastewater Treatment Organization has an immediate need for technical training specific to the treatment process at the Water Campus.  Timeliness is an issue due to staffing changes and recent additions.  Due to the large number of employees benefiting from this training, it is cost effective to hold the training onsite.  EnviroEd has been a vendor of choice, in the past, and is able to respond to these current needs while other vendors surveyed have not been able to respond in a timely manner.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$12,000"
"108441","09PB008","Public Bid","PUBLIC BID<BR>TACTICAL LIGHTS FOR GLOCKS","2008-09-02 14:00:00","Purchase of tactical lights and accessories for Glock 22 pistols to be used by the Police Department.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108453","09PA008","Pricing Agreement","PRICING AGREEMENT<BR>PORTABLE BARRIERS","2008-08-29 14:00:00","Purchase of steel reinforced portable water filled barriers.  (rs)","0","Michelle Gerola, Buyer","Awarded","False","False"," ","9","$0"
"108429","09RP002","Request For Proposal","REQUEST FOR PROPOSAL<BR>MATERIAL TESTING SERVICES","2008-08-28 15:00:00","The City desires to contract for construction materials testing to include concrete, aggregate base, asphalt, soil embankment and trench backfill. ","0","Cheryl Champine, Bid & Contract Specialist","Awarded","True","False"," ","9","$425,000"
"108433","09PA003","Pricing Agreement","PRICING AGREEMENT<BR>VEHICLE WINDOW TINTING","2008-08-28 14:00:00","On-site window tinting of City vehicles.  (tg)","0","Teena Giannini, Buyer","Awarded","True","False"," ","9","$0"
"108425","09PB001","Public Bid","PUBLIC BID<BR>PRINTING OF PRIDE NEWSLETTER","2008-08-28 14:00:00","An extendable contract for the monthly printing of the City's Pride Newsletter.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108424","09RP001","Request For Proposal","REQUEST FOR PROPOSAL<BR>PSYCHOLOGICAL SERVICES FOR POLICE DEPARTMENT","2008-08-27 15:00:00","Provide psychological services for the Police Department for new applicant testing, Special Operations Unit initial screening and annual review, and fit for duty evaluations.  These services shall include psychological screening tests and clinical interviews as determined to be appropriate and necessary.  (bh)","0","Cheryl Champine, Bid & Contract Specialist","Awarded","True","False"," ","9","$50,000"
"108472","09SS006","Sole Source","SOLE SOURCE<BR>MIDWAY CHEVROLET - VEHICLE 9210 REPAIR","2008-08-27 02:00:00","Vehicle 9210 was in an accident.  The other party's insurance company sent it to Midway Chevrolet for repair.  Upon disassembly, additional/hidden damage was discovered causing the insurance company to declare the vehicle a total loss and pay the City a 'fair market value' amount of $15,000.  Because replacement cost would be in access of $41,000 and because the damage is cosmetic and not safety related, the City has decided to repair the vehicle based on a written quote of 11,781.  It is anticipated that the vehicle will be useful for an additional five years.

","0","Bob Huston, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108473","09SS007","Sole Source","SOLE SOURCE<BR>APPLIED BIOSYSTEMS - REPLACEMENT OF DNA EQUIP.","2008-08-27 02:00:00","The Police Department's Crime Laboratory has a need to replace a Forensic DNA Profiling System  (composed of three pieces of equipment) which has been in use since 1999.  The cost for the combined three pieces of equipment, less a $27,000 trade-in allowance (for the old equipment), comes to $109,784 plus applicable sale/use tax.","0","Amy Tolle, Technology Specialist","Awarded","False","False","","9","$0"
"108428","09PB004","Public Bid","PUBLIC BID<BR>PHLEBOTOMIST SERVICES","2008-08-26 14:00:00","An extendable contract for the purchase of phlebotomist services on an as needed basis.  (kb)","0","Jim Swaziek, Bid & Contract Specialist","Awarded","True","False"," ","9","$40,000"
"108470","09GV003","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>AUTOMATIC EXTERNAL DEFIBRILLATORS","2008-08-26 02:00:00","Purchase of automatic external defibrillator cabinets. Cabinets will be mounted in City buildings","0","Teena Giannini, Buyer","Awarded","False","False","","9","$0"
"108444","09PA004","Pricing Agreement","PRICING AGREEMENT<BR>SAFETY FLARES","2008-08-22 14:00:00","Pricing Agreement for the purchase of safety flares with a red flare duration of 20 minutes.  (rs)","0","Michelle Gerola, Buyer","Awarded","False","False"," ","9","$0"
"108445","09PA005","Pricing Agreement","PRICING AGREEMENT<BR>SURVEY MARKING PAINT AND CHALK","2008-08-22 14:00:00","Pricing Agreement for the purchase of twenty (20)ounce inverted spray cans of survey marking paint and chalk.  (rs)","0","Michelle Gerola, Buyer","Awarded","False","False"," ","9","$0"
"108451","09PA007","Pricing Agreement","PRICING AGREEMENT<BR>METER BOXES","2008-08-22 14:00:00","Pricing Agreement for the purchase of # 3 meter boxes.  (rs)","0","Michelle Gerola, Buyer","Awarded","False","False"," ","9","$20,000"
"108362","08RP041","Request For Proposal","REQUEST FOR PROPOSAL<BR>QM SYSTEM DOCUMENTATION FOR PD LAB","2008-08-21 15:00:00","The City of Scottsdale desires to contract for the development of quality management system documentation for the Police Department Crime Lab to meet the accreditation requirements ISO/IEC 17025:2005 and the 2006 Supplemental Requirements of ASCLD/LAB-International.  (bh)","0","Bob Huston, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108465","09GV002","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>TOTAL ORGANIC CARBON ANALYZER","2008-08-18 02:00:00","Purchase of a Total Organic Carbon Analyzer for the analysis of total organic carbon and dissolved organic carbon in surface water, ground water, drinking water and wastewater specified in EPA Standard Method 5310C.

","0","Teena Giannini, Buyer","Awarded","False","False"," ","9","$0"
"108450","09PA006","Pricing Agreement","PRICING AGREEMENT<BR>GREEN POOL DRAINING","2008-08-15 14:00:00","One year Pricing Agreement for services to have neglected private swimming pools drained.  (rs)","0","Michelle Gerola, Buyer","Awarded","False","False"," ","9","$20,000"
"108461","09SS005","Sole Source","SOLE SOURCE<BR>CATERPILLAR EQUIPMENT RECONDITIONING","2008-08-14 02:00:00","Vehicle #3603 is a 1996 Caterpillar 120H Motor Grader which is used daily by our Street Operations division.  The unit is in need of repair of several major components and staff has determined that a reconditioning (with warranty) is  the best approach as the cost of replacement exceeds $193,000.  It is estimated that the useful life will be extended by eight years.



","0","Bob Huston, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108414","08PB094","Public Bid","PUBLIC BID<BR>BOTTLED WATER","2008-08-13 14:00:00","Purchase of bottled water for the Fire Stations and Police Department to use on emergency responses.  ","0","Brian Guzzi, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108197","08PB046","Public Bid","PUBLIC BID<BR>MEDICAL SUPPLIES","2008-08-12 14:00:00","Term contract for the purchase of medical supplies for the Fire Department's EMS team.  Supplies will be stocked by the City's Warehouse and will be ongoing.  (kb)","0","John Snow, Bid & Contract Specialist","Awarded","False","False"," ","9","$26,000"
"108338","08OP002","Offer to Purchase","OFFER TO PURCHASE<BR>FARM EQUIPMENT","2008-08-12 08:00:00","Sale of various farm equipment.","0","Jim Diss, Purchasing Operations Manager","Awarded","False","False"," ","9","$0"
"108446","09OP001","Offer to Purchase","OFFER TO PURCHASE<BR>RYOBI 3302M 2 COLOR PRESS","2008-08-12 08:00:00","Available for purchase one (1) RYOBI 3302M 2 Color Press system","0","Jim Diss, Purchasing Operations Manager","Awarded","False","False"," ","9","$0"
"108386","08PA030","Pricing Agreement","PRICING AGREEMENT<BR>CLASS A FOAM","2008-08-07 14:00:00","An extendable contract for the purchase of Class A foam for the Fire Department.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$11,600"
"108401","08PB089","Public Bid","PUBLIC BID<BR>ROSE GARDEN WEST IMPROVEMENTS","2008-07-31 15:00:00","Project to include utility relocation on and near 5th Avenue and Goldwater, West of Goldwater, including 6^ and 12^ waterlines, sewerline re-direction and abandonment, relocation of streetscape electric and water facilities, addition of storm drain in a portion of the alley north of 5th Ave., West of Goldwater.  (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, July 15, 2008 in the Purchasing Conference Room, located at 9191 E. San Salvador Dr., Scottsdale, AZ   85258.  All bidders are urged to attend.","7","$1,200,000 - $1,500,000"
"108413","08PB093","Public Bid","PUBLIC BID<BR>TRAFFIC SIGNAL & STREET LIGHT POLE PAINTING","2008-07-31 14:00:00","Term contract to provide traffic signal and street light pole painting services on an as needed basis by the City of Scottsdale.  (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","True","False"," ","9","$95,100"
"108408","08PB092","Public Bid","PUBLIC BID<BR>VEHICLE EMERGENCY LIGHTING","2008-07-30 14:00:00","An extendable term contract for the purchase of emergency lighting for vehicles.  

","0","Jim Swaziek, Bid & Contract Specialist","Awarded","True","False"," ","9","$33,087"
"108423","09PA002","Pricing Agreement","PRICING AGREEMENT<BR>DIRECTIONAL BORING","2008-07-25 14:00:00","To provide directional boring and pull back services under roadways.  (rs)","0","Kyle Talbert, Buyer","Awarded","False","False"," ","9","$20,000"
"108410","08QT073","Request For Quotation","REQUEST FOR QUOTATION<BR>MAGNETIC PHOTO POCKETS","2008-07-24 14:00:00","Purchase of magnetic photo pockets for the Fire Department Community Relations program. (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108411","08QT074","Request For Quotation","REQUEST FOR QUOTATION<BR>REVERSIBLE MESH JERSEYS","2008-07-24 14:00:00","Purchase of reversible mesh jerseys for youth/adult sports programs.  (tg)","0","Teena Giannini, Buyer","Awarded","False","False"," ","9","$0"
"108406","08RP045","Request For Proposal","REQUEST FOR PROPOSAL<BR>ECONOMIC VITALITY GM EXECUTIVE SEARCH SERVICES","2008-07-23 14:30:00","The City of Scottsdale desires to contract the services of a professional executive search firm to conduct a national search for the vacant Economic Vitality (EV) General Manager position within the City. (bh)","0","Bob Huston, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108415","08PB095","Public Bid","PUBLIC BID<BR>CARRIERACCESS T1 EQUIPMENT","2008-07-22 15:00:00","Term contract for CarrierAccess Brand Master Series Network Components. ","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$79,000"
"108407","08PB091","Public Bid","PUBLIC BID<BR>RADIO SERVICE MONITOR","2008-07-22 14:00:00","Purchase of a radio system monitor for Information Systems Department. (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
